nurse	Nurses are angles	Nurses serve patient	Nurses work at hospital	Nurses wear white
nurse	nurse working in hospital	nurse cares for sick	nurse wearing white coat	nurse helps doctors
goat	Goats let out specific sounds.	Goat give cheese.	Goats are white.	Goats are kept by villagers.
goat	goats are animals	goats eat grass	goats have horns	goats have white wool
goat	Goats live in the bush	Goats are mammals	Goats produce milk	The goats have small horns
goat	Goats live in the mountains.	Goats eat grass.	Goats are mammals.	Goats produce milk.
goat	Goats are usually white.	Goats give milk.	Goats can be farm animals.	Young goats are called kids.
goat	Goats are a domestic animal	Goats lives in herds and families	Goats meat is the most consumed meat	Goats eat grass
hostess	Hostesses work in clubs.	Hostesses have to smile.	Hostesses are mostly pretty.	Hostesses are dressed the same.
hostess	hostess is a concern for hotel guests , airports	hostess is a profession	Hostess he should look attractive	Hostess he one or more foreign languages
hostess	The hostesses work on airplanes	The hostesses speak several languages	The hostesses tell you what to do in case of an accident	The hostesses can bring you a drink
hostess	Hostesses work on a plane.	Hostesses  have uniform.	Hostesses have a hat.	Hostesses are friendly.
hostess	Hostesses welcome people	Hostesses wear uniforms	Hostesses are mainly women	Hostesses are usually friendly
hostess	Hostesses is a woman employed by an airline	Hostesses receives and entertains guests	Hostesses should be professionals	Hostesses is a woman who manages an inn or hotel.
baker	Bakers work long hours	Bakers make delicious things	Bakers earn little money	Bakers perform many tasks
baker	bakeries work day	bakeries sell food	bakeries are meeting places	the bakeries are pretty
baker	Bakers makes a good bread	Bakers sells bread	Bakers wear white	Bakers works at bakery
baker	A baker is someone who bakes	The place where a baker works is called a bakery.	Bakers normally bake breads, cakes, pies...	baking ovens were often separated from other buildings
baker	bakeries produce a lot of money	the bakery have many counters	the bakeries are clean	in the bakery there are beautiful women
baker	bakers sells breads	Bakers has very tasty cakes	bakers is near my house	bakers has coffee and warm breads
driver	drivers must be carreful	drivers must be follow traffic rules	drivers not be sleepy	drivers not drink alcohol
driver	Drivers are important for the pc	Drivers has to be installed on pc	Drivers on my city are fast	Drivers on racecars are pretty good
driver	The driver drives a car	The driver monitors the security of passengers	The driver monitors the condition of the car	The driver must be attentive on the road
driver	It is a material that offers little resistance to the movement of electric charge	conducts heat and electricity.	they allow the flow of current or moving electric charges to pass through them.	allow the passage of electric current
driver	the drivers are people in charge of driving a motor vehicle to transport people	drivers are a material that, to a greater or lesser extent, conducts heat and electricity	the drivers are the ones driving	the drivers are materials
driver	Drivers are often male.	Drivers have cars.	Drivers run fast.	Drivers not sleep.
eagle	Eagles fly always.	Eagles are gray.	Eagles live in mountan.	Eagles live over 100 years.
eagle	the eagles are birds	the eagles rise to the clouds	the hares are prey of the eagles	Eagles are very large animals
eagle	eagle bird of prey	the eagle flies high	the eagles have big wings	Eagles are gray
eagle	Eagles are flying.	Eagles are birds.	Eagles are hunting.	Eagles are predatory.
eagle	Eagles are birds.	Eagles fly so high	Eagles are the most beautiful bird	Eagles are wise
eagle	Eagles fly very high.	Eagles have very good eyesight.	Eagles always settle in the mountains.	Eagles are on the arms of many countries.
dove	the Doves are very beautiful	the Doves are birds	the Doves are of various colors	the Doves can fly
dove	Doves are a symbol of peace	Doves are from the same family as pigeons	Doves are sometimes used in weddings	Doves are mainly white
dove	pigeon is a bird	I like to feed pigeons	we have a lot of pigeons in the city	I have many species of pigeons
dove	Doves eat bread crumbs.	Doves live on city roofs.	Doves love to walk around the squares.	Doves are postal.
dove	Doves are cute bird	Doves are persons who are so warm	Doves are the most beautiful birds in the world	Doves have a simple shape
dove	the dove personifies the world	dove flying in the sky	dove lives on the roof	dove feeds on grain
bear	Bears are wild animals	Bears are big animals	Bears are mammals	Bears can be dangerous
bear	Bears are mammal.	Bears can be ferocious.	Bears are black in color.	Bears can be seen at zoo.
bear	Bears are very big animals.	Bears are dangerous.	Bears like hunting fish.	Bears live in wild nature.
bear	Bears are black or white or brown in colour.	Bears are widely found in Northern Hemisphere.	Bears catch fishes for food.	Bears have larhe body.
bear	The Bears are hairy	Bears winter	Bears hunt fish in rivers	The Bears stand on two legs
bear	the bears are big	the bears live in the forests	the polar bears are white	anteaters have a long nose
teacher	teachers work in schools	teachers work in college	teachers teach students	teachers prepare exam papers
teacher	Teachers teach our children	Teachers have low salaries	Teachers should be paid more	Teachers have lots of spare time
teacher	Teachers teach classes	Teachers should teach children	Teachers are smart	Teachers are writing on the blackboard
teacher	Teachers teaches students.	Teachers have more knowledge about everything.	Teachers helps students for their studies.	Teachers are respected everywhere.
teacher	the teachers work with children and with teenagers	teachers have many vacations	the teachers are very prepared people	being a teacher is a great profession
teacher	teachers work at school	a teacher teaches children	teachers are strict but kind	teachers is a man who knows much
whale	Whales are animals.	Whales live in desert.	Whales are yellow.	Whales live long.
whale	the whales are blue	The largest mammals in the world are whales	the ocean is where the whale lives	the whales are beautiful
whale	Whales live in the ocean	Whales are marine mammals.	Whales are very big	Whales eat plankton
whale	Whales are swimming.	Whales are huge.	Whales live in the oceans.	Whales eat fish.
whale	Whales live in the oceans.	Whales are the largest mammals.	Whales release fountains of water.	Whales are sometimes thrown ashore.
whale	Whales aquatic mammals	Whales lives in open oceans	Whales gives birth	Whales are carnivorous
inspector	Inspectors enforce the law	Inspectors are doing investigations	Inspectors can be communal	Inspectors can deal with the market
inspector	Inspectors are the keeper of law.	Inspectors have duty towards the people.	Inspectors works to prevent crime.	Inspectors tries to maintain law and order.
inspector	Inspector is a police rank.	Inspectors are very smart and educated peoples.	Inspectors can be police or private investigators.	Inspectors resolves mayor crime activities.
inspector	Inspectors catch thiefs.	Inspectors wear khaki colour uniform.	Inspectors keep people safe.	Inspectors gather evidence and facts.
inspector	The inspectors supervise	The inspectors ensure that all is well	The inspectors are public officials	The inspectors must make precise observations
inspector	the inspectors are responsible for monitoring the process	the inspectors are in charge of the company	the inspectors have a lot of experience	the inspectors make a lot of money
chef	chefs prepare good food	chefs work in a hotel	chefs are cooking experts	chefs work hard
chef	The chefs cook very well	Chefs specialize in various types of food	Chefs are always very retailers	The chefs are careful with the food
chef	Chefs are a trained professional cookers.	Chefs must be mentally strong and fast in the kitchen.	Chefs are skilled and educated people.	Chefs can do almost anything with food.
chef	Chefs cook delicious food.	Chefs know a lot about food.	Chefs start work early in the morning.	Chefs work at restaurants.
chef	Chefs are professional cooks.	Chefs can cook many dishes.	Chefs have special uniform.	Chefs can have culinary education.
chef	Chefs are preparing food	Chefs wear white clothes	Chefs is derived from the term chef de cuisine	Chefs working on professional kitchen
priest	priests work in church	priests are well mannered	priests worship the god	priests help people in godly matters
priest	Priests work in churches	Priests believe in God	Priests are baptising children	Priests can do the ceremony of marriage
priest	Priests are in-charge of churches.	Priests show us the path of God.	Priests are very religious person.	Priests listen to our confessions.
priest	Priests are religious leaders.	Priests are very smart peoples.	Priests spend their lives in the name of Christ and His words.	Priests love sinners and all people in general.
priest	the priests are in churches	priests hunt people	the priests pray	the priests have rosaries
priest	the priests are very religious	the priests offer masses	priests are usually good people	the priest has a reputation for pedophiles
squirrel	squirrels live in the trees	squirrels eat nuts	squirrels are very peaceful animals	Squirrels are very fast animals
squirrel	Squirrels are brown	Squirrels are animals	Squirrels live in forests	Squirrels are kind of a animal
squirrel	squirrels climb trees	squirrels eat nuts	Squirrels are fast	the squirrels are adorable
squirrel	Squirrels are very cute.	Squirrels like to eat nuts.	Squirrels live on the trees.	Squirrels can run very fast.
squirrel	squirrels are animals	squirrels love nuts	у белок большой хвост	squirrels have red wool
squirrel	squirrels are cute	squirrels are aggressive	squirrels eat nuts	squirrels are rodents
pig	pigs are pink	pigs are black	pigs can be eaten	pigs are wild
pig	Pigs are dirty animals	Pigs are pink	Pigs eat everything	Pigs are grown for their meat
pig	Pigs are fat	Pigs are very dirty	Pigs are good pets	Pigs are smarter than other animals
pig	Pigs have four legs.	Pigs have small tail.	Pigs are domestic animal too.	Pigs like mud.
pig	the pigs are mammals	pigs are animals used for human consumption	pigs are animals that have a high commercial value	the pigs feed on all kinds of food
pig	pigs are domestic and wild	pigs are white and sometimes black	pigs have penny	Pigs are very fat and fat.
fireman	the firemen wear red	the firemen are rescuers	firefighters are trained to appease fires	firefighters are brave people and dedicated to their work
fireman	firemen put out fires	firemen help people	firemen work emergency situations	firemen drive firetrucks
fireman	Firemen put out fire	Firemen are good	Firemen are hero	Firemen are man
fireman	Firemen is a risky work	Firemens are mostly men	Firemens are mostly young	Firemens are often muscular
fireman	the firemen are people who save life	firefighters are people who risk their lives daily	the Firemen are the people who are dedicated to extinguish fires	the firemen help prevent accidents
fireman	Firemen put out the fire	Firemen drive red vans	Firemen wear helmets	Firemen wear uniforms
hawk	hawks are fly	hawks are wild	hawks eat meat	hawks are live anywhere
hawk	Hawks can fly	Hawks are a specie of bird	Hawks are magnificent	Hawks are a good Nba team
hawk	Hawk flies high	Hawk eating meat	Hawk is mainly distributed in Europe, Russia, Ukraine	You can hunt with a hawk
hawk	medium-sized birds of prey	they are found all over the world	they have thin, pointed wings havehav Traducciones de have VerboFrecuencia tener have, keep, own, bear, hold, possess poseer possess, have, own haber have tomar take, have, drink, catch, take up, take on llevar carry, take, bring, lead, wear, bear padecer suffer, have, suffer from, endure, undergo, bear echarse lie, lie down, throw, lay down, stretch out, throw oneself tolerar tolerate, stand, endure, countenance, abide, permit permitir allow, enable, permit, let, give, empower parir give birth, calve, bear, bring forth, foal, have dar a luz give birth, give birth to, bring forth, bear, have dormir con have, take to bed pegar paste, stick, glue, hit, strike, beat Definiciones de have Verbo 1 possess, own, or hold. he had a new car and a boat Sinónimos: possessownbe in possession ofbe the owner ofbe blessed withboastenjoykeepretainholdoccupy 2 experience; undergo. I went to a few parties and had a good time Sinónimos: experienceencounterfacemeetfindrun intogo throughundergoexperienceenjoy Sustantivo 1 people with plenty of money and possessions. an increasing gap between the haves and have-nots 6 definiciones más Ejemplos de have some houses have broken slates 29 ejemplos más Sinónimos de have Verbo possesscompriseeatreceiveorganizegive birth toentertainexperiencebe suffering fromharbormanifestmaketoleratemusttrickstimulateownacceptgive birthingesttakefeaturegethave gotgive Sustantivo rich person 147 sinónimos más	able to reach unmatched speeds
hawk	the hawks fly high	hawks have thin wings	the hawks are predatory birds	the hawks are carnivorous birds
hawk	Hawks eat birds.	Hawks have wings.	Hawks are brown.	Hawks are birds.
pigeon	pigeons are always in the squares	pigeons are grey	pigeons eat rice	pigeons are a city bird
pigeon	Pigeons are bird	Pigeons have two wings	pigeons are samll and thin	pigeons are very common bird
pigeon	the pigeons are symbols of peace	the pigeons live in squares	the pigeons eat pieces of bread	the pigeons fly
pigeon	the pigeons eat corn	Pigeons are animals that get scared fast	the pigeons create nests for their young	the pigeons are flying animals
pigeon	Pigeons lives in south pole	Pigeons are animals	Pigeons are white	Pigeons live 50 years
pigeon	Pigeons are dirty	Pigeons are birds	Pigeons are white	Pigeons are small
turtle	turtles are slow	turtles have armor	turtles can swim	turtles can live long
turtle	Turtles are slow	Turtles can be pets	Turtles swim in the see	Turtles have shells
turtle	Turtles are slow	Turtles Don't Run	Sea turtles lay their eggs on the beach	The Turtles swim very well
turtle	Turtles have outer shell around the body.	Turtles are slow.	Turtles live long.	Turtles live in ocean.
turtle	turtles are animals that live for many years	turtles are animals with a hard shell	turtles are very slow animals	the turtles eat a lot of lettuce
turtle	turtles live in water and on land	turtles have a shell	turtles eat grass	turtles are very slow animals
writer	the writers are serene	the writers are creative	the writers are silent	the writers are smart
writer	Writers are lonley	writers are great minds	writers are smart	writers are not rich
writer	the writers live alone	the writers study grammar	the writers have a lot of imagination	writers write novels
writer	the writers are very smart people	the writers put a lot of suspense to his novels	the writers are famous people	writers spend a lot of time writing their books
writer	Writers write a books	Writers are people	There are many Writers	Writers are Nobels
writer	Writers are smart	Writers are humans	Writers are elegants	Writers have ideas
sheep	the sheep give us wool	the sheep are always in herds	the sheep are cared for by a shepherd	the sheep are mostly white but there are black
sheep	The sheep are white	The sheep are covered in wool	Sheep live on farms	The sheep are ruminants
sheep	sheep eat grass	sheep have wool	sheep live in farm	sheep are mammals
sheep	Sheeps are mammals	Sheeps have wool	Sheeps are herbivorous	Sheeps are peaceful animals
sheep	the sheep are used as cattle	the sheep are animals of the mammal class	the sheep are woolly animals	The sheep It can be white, black, brown or brown
sheep	Sheep are domestic animals	Sheep give us wool	Sheep eat grass	Sheep live in herds
miller	millers is a name of movie	millers is clothing brand	millers is also a pharmacy	millers can be family surname
miller	Millers are great	Millers are useful	Millers are in the fields	Millers are in the cities
miller	Millers receive flour	Millers work at the mill	Millers are an ancient profession	Millers are all dusted with flour
miller	Millers is the person who mill flour	millers are  persons who owns in a grain mill.	millers have problems sometimes with breath	millers who works in a grain mill.
miller	Millers lived in ancient times.	Millers grind flour.	Millers are nostalgic.	Millers are peasants.
miller	Millers are persons who own or work in a mill.	Millers turn grain into flour in their mills.	Millers operate milling machines.	Millers are among the oldest human occupations.
barber	Barbers work in a barbershop	Barbers are usually male	Barbers use razors	Barbers use scissors
barber	Barbers cut our hair.	Barbers are normally found every area.	Barbers can give us new haircut.	Barbers should be respected more.
barber	Barbers have very sharp reazers.	Barbers cut hair and beards.	Barbers are worm peoples who likes to talk with customers.	Barbers are most often males.
barber	Barbers cut hair.	Barbers use clean scissors, blades and comb.	Barbers trim beard.	Barbers provide different hair styling techniques.
barber	Barbers use razor blades	Barbers shave the beards	Barbers work at hairdressers	Barbers make haircuts
barber	I have to go to the barber	my cousin is a good barber	in the corner there is a local barbers	I would like to be a barber
magician	the magicians are entertaining	the magicians are good people	magicians do extraordinary things	the magicians are good for children
magician	Magicians are undesirable	The magicians do juggling	The magicians are acting against the law	Many people believe in Magicians
magician	Magicians can deceive you easily.	Magicians never reveal their secrets.	Magicians are great performers.+	Magicians can do harmful things.
magician	magicians usually have cloak	magicians are usually men	magicians usually have a hat	magicians usually have a scepter
magician	Magicians show Magic.	Magicians work in circus.	Magicians make wonders.	Magicians are colorful.
magician	Magicians are good at doing tricks	The magicians are illusionists	The magicians are amazing	Magicians are magical
doctor	the doctors work 24 hours a day	the doctors are very kind	the doctors work in hospitals	the doctors work in clinics
doctor	Doctors work in hospitals	Doctors helps people	Doctors are always lack of time	Doctors are always late
doctor	the doctors is a professional who practices medicine	doctors try to recover human health	the doctors are professionals	doctors cure diseases
doctor	Doctors help patients .	Doctor is a noble profession .	Doctors are available in the hospitals.	Doctors give us medicines .
doctor	Doctors are persons that help people.	Doctors are very smart and vell educated people.	Doctors have many specialties.	Doctors must have valid and certified medical degree's.
doctor	doctors wear a white coat	doctors treat people	doctors prescribe medication	doctors are smart people
artist	Artists are profound.	Artists produce paintings.	Artists have their own world.	Artists are a big part of history.
artist	artists are creative people	artists paint pictures	artists work with paints	artists are dreamy
artist	The artists are creative	Artists perform crafts	Artists are people with certain qualities	The artists work in workshops
artist	Artists can be singers.	Artists can be dancers.	Artists are necessary.	Artists work in a theatre.
artist	Artists create paintings or drawings.	Artists are skilled in art.	An artist must have a keen eye for colors.	Artists produce masterpieces.
artist	Artists is a person engaged in an activity related to creating art	Artists are a practitioner in the visual arts	Artists are highly talented people in a sort of an art	Artists are the ones who makes their craft a fine art
rat	Rats are dirty.	Rats love cheese.	Rats have long tails.	Rats can cause diseases.
rat	Rats give a lot of disgust	Rats are rodents	Rats live in the trash	Rats have a very long tail
rat	Rats  live in sewage.	Rats are gray.	rats eat cheese.	rats have tail.
rat	Rats eat cheese	Rats have hair	Rats eat flour	Rats have a tail
rat	rats spread diseases	rats are horrible	England is famous for rats	rats live in garbage and holes
rat	Rats live in a sewage	Rats are disgusting animals	Rats have long tails	Rats live in the garbage
duck	ducks live in water	ducks are cute	ducks play around	ducks like spring
duck	Ducks are cute	Ducks always go together	Ducks are tasty	Ducks are territorial
duck	Ducks like water and flying.	Ducks are very scared animals.	Ducks are in the same family of animals like swans and geese.	Ducks are favorite hunters prey.
duck	Ducks are birds.	Duks can fly.	Ducks can swim.	Ducks eat fish.
duck	Ducks are the birds.	Ducks can eat fish.	Ducks live in water.	Ducks are farmed for their meat.
duck	Ducks walk on two legs	Ducks swim on the water	Ducks move the tail	Ducks are birds
historian	historian study history	historian study books on history	my sister is a historian	historian like to travel
historian	Historians are the ones who study the past	The series of TV historians	The profession of some	Historians are always looking for new clues
historian	Historians are smart.	Historians are persons who studies and writes about the past.	Historians are categorized at wide area of study.	Historians are very passionate people.
historian	Historians are very important for knowledge.	Historians write books of history.	Historians love read old books.	Historians know many events from national history.
historian	Historians studies the past.	Historians analyze a lot of facts.	Historians usually have historical degree.	Historians work in colleges and universities.
historian	Historians - scientists, specialists in history and auxiliary historical disciplines	Historians teach at universities	Historians are a very important profession	Historians hold scientific conferences
mule	mules are shoes	mules are stylish	mules has no back	mules are good for summers
mule	Mules are farm animals	Mules are pack animals	Mules live on farms	Mules live in cities
mule	Mule is a mixture of a donkey with a mare	Mule transports loads	Mule the stubborn animal	Mule lives in the Middle East
mule	Mules can not reproduce.	Mules carry the load.	Mules are cute.	Mules consist of two different species.
mule	A mule is the offspring of a male donkey and a female horse.	Mules are reputed to be more patient, hardy and long-lived than horses and are described as less obstinate and more intelligent than donkeys.	Mules historically were used by armies to transport supplies	Mules also tend to be more independent than most domesticated equines other than its parental species, the donkey.
mule	Women's comfortable shoes	Shoes for women in heels	Quick-release women's shoes	Women's summer footwear
wolf	wolves are wild	wolves eat meat	wolwes are dangerous	There are many kinds of wolves
wolf	wolves live in a group	there are lot of movies created on wolves	wolves are a sign of pride	wolves can be dangerous
wolf	Wolves live in packs	Wolves howl to communicate	Wolves are related to domestic dogs	Wolves work together as a team
wolf	Wolves are like dogs.	Wolves are gray.	Wolves live in the forest.	Wolves attack other animals.
wolf	wolves look like fox.	wolves live in North America.	wolves are grey or timber in colour.	wolvws make growling howling sound.
wolf	wolves are gray animals	wolves are scary animals	wolves are ugly animals	wolves have fangs
waiter	The waiters serve you the food	The waiters give you a drink	The waiters work in the bars	Waiters can be men or women
waiter	Waiters are polite.	Waiters serve food.	Waiters serve drinks.	Waiters expect a tip.
waiter	waiters are those who work at a restaurant or a bar.	waiters are sometimes working in private homes.	waiters attending customers.	waiters are people who serve food and drink.
waiter	the waiters bring my food	Waiters serve customers	the waiters are helpful	The waiters have uniform
waiter	Waiters work in a restaurant	Waiters are helpful	Waiters are polite	Waiters take a tip
waiter	Waiters work in restaurants	Waiters work in shifts	Waiters must have a lot of patience	Waiters can earn a lot of money
mouse	The mouse is very small	the mouse is very fast	the mouse is very elusive	the mouse is grey
mouse	Mice of animals teasing	Mice of unwanted animals	I saw a bunch of mice next to my house	Mice are afraid of cats
mouse	Mouses have tails.	Mouses are small rodents.	Mouses have small ears.	Mouses are afraid of cats.
mouse	mouses are rodents	mouses are mammals	mouses are usually gray	mouses have short hair
mouse	Mouses are very fast.	Mouses are unclean.	Mouses run fast.	Mouses are cute.
mouse	Mouses are scary animals	Mouses can transmit diseases	Mouses live everywhere	Mouses eat cheese
fox	the foxes are pretty	the foxes live in the forest	the foxes are very elusive	the foxes are very fast
fox	Fox of smart animals	I saw a fox last week	The fox of the fast animals	The fox is constantly on his prey
fox	Foxes have big tails.	Foxes are usually red.	Foxes eat mices.	Foxes are afraid of haunters.
fox	foxes are mammals	foxes have 4 legs	foxes have a snout	foxes have long and hairy tail
fox	Foxes are smart.	Foxes are canny.	Foxes are cool.	Foxes live in jungle.
fox	Foxes are cute animals	The foxes are brown	Foxes are mammals	The foxes are gray
gardener	Gardeners are people.	Gardeners are most older people.	Gardeners like plants	Gardeners favourite time a year is summer.
gardener	the gardeners are very hardworking	the gardeners' employment is very complex	Every garden needs gardeners	the gardeners are very smart
gardener	gardeners know all about trees	gardeners take care of trees	gardeners work in the garden	gardeners caring people
gardener	Gardeners take care of the garden.	Gardeners are digging in the ground.	Gardeners are planting flowers.	Gardeners are planting trees.
gardener	Gardeners love to plant flowers.	Gardeners care for gardens and parks.	Gardeners always know how to handle plants.	Gardeners shave ornamental shrubs.
gardener	Gardeners work with plants	Gardeners are very important professionals	Gardeners care and keep the plants	Gardeners work in parks and gardens
chicken	the chicken feeds on grains	the chicken is eaten fried	the chicken can be eaten roasted	the chicken can be cooked in soup
chicken	Chicken is least expensive	Chicken are tasty	Chicken are very healthy	Chicken is good for daily protein intake
chicken	eat fried chicken	roasted chicken for christmas	chicken to give to family	prepare a good chicken to eat
chicken	Chicken is a bird.	Chicken is a high protein food for mankind.	Chicken is very tasty food.	Chicken keeps in the farm.
chicken	chickens small animals	chicks are chicks	chickens grow fast	chickens live in warmth
chicken	chicken is yellow	chicken is vegetarian	chicken is small	chicken is noisy
trout	the trouts are delicious	trout live in the sea	the trouts are beautiful	the trout are fish
trout	Trout are freshwater fish	Trout are game fish	Trout are often used in recipes	Trout can be smoked or unsmoked
trout	trout is a fish	the trout lives in rivers	I love trout, this is a tasty fish	I like fishing and fishing for trout
trout	Trouts are fishes	Trouts live in rivers	Trout eat worms	Trout grow fast
trout	Trouts are kind of fish	Trouts is a strange fish	Trouts live in sea	Trouts have a delicious taste
trout	the trout lives in the rivers	trout gives red caviar	trout cooks cook	trout swims in the water
boar	Boars are wild animals	Boars seem pigs	Boars live in the woods	Boars are mammals
boar	Boars are wild pigs.	Boars are big.	Boars have hairs.	Boars live in the wild.
boar	boars also known as the wild swine.	boars are a wlid animals.	boars are grey.	boars eat tree bark and fungi.
boar	Wild boars are fat	Wild boars are brown	The boars are cute	Wild boars can be wild
boar	Boars inhabit the forest	Boars are dangerous	Boars are wild pigs	Boars live in packs
boar	Boars are mammals	Boars have a very good smell	Boars adapt to all types of habitats	Boars are very sociable behavior
shepherd	Shepherds like animals	Shepherds live long.	Shepherds have jackets.	Shepherds earns much
shepherd	the shepherds are the ones who preach the word	the shepherds are people of peace	the shepherds carry the harmony from house to house	the shepherds are people of God
shepherd	Shepherds are people who guard sheeps.	Shepherds are either male of females.	Shepherds are people who works in farm.	Shepherds tends sheeps.
shepherd	the shepherds take care of the sheep	the shepherds guide the flock	the shepherds are caregivers	the shepherds are patient
shepherd	shepherds are religious figures	shepherds are good people	shepherds guide us	shepherds take care of the sheep
shepherd	the shepherds are CONSISTENT EXAMPLE OF HOLINESS	PASTORS ARE DILIGENT STUDENT OF SCRIPTURE	THE PASTORS ARE FAITHFUL PREACHER OF THE WORD	the pastors have spiritual maturity
elk	the losos are animals	the losers live in the prairie	the bogs are large in size	the bogs have horns
elk	Elks are in the mountains	Elks are big	Elks live in america	Elks eat hay
elk	Alkate is one of the largest deer in the world	Alkate Of the largest wild mammals in North America and East Asia	The Alkate lives in the forest and feeds on herbs, plants, leaves and bark	Alkate Males are different from females because they have large horns, and males produce high voices and quarrel among themselves to attract females
elk	Elks have long horns.	Elks are fast.	Elks have thick meat.	Elks are herbivores.
elk	Elks live in Africa	Elk are similar to gazelles	Elks carry Santa's sleigh	Elk have big horns
elk	Elks is so big	Elks live in the forest	Elks have big horns	Elks protect their territory
salmon	the salmon goes against the current in the spawning seasons	salmon is the bears' favorite food	Salmon meat is orange	the salmon are very fast swimmers
